Cliente,CNPJ,Produto,Qtd,Dt Emissao,Data Faturamento
MB DISTRIBUIDORA,06752049000268,016159,40.0,20250311,20250314
W.SP LOGISTICA,11247454000188,015927,800.0,20250324,20250328
W.CO LOGISTICA EM DU,19246547000108,015927,200.0,20250324,20250327
W SUL DIST E IMP DE,08111865000137,015927,200.0,20250324,20250331
W SUL DIST E IMP DE,08111865000137,015927,800.0,20250324,20250331
MB DISTRIBUIDORA,06752049000268,015927,100.0,20250328,20250401
W.SP LOGISTICA,11247454000188,015927,200.0,20250324,20250328
MB DISTRIBUIDORA,06752049000268,015927,300.0,20250324,20250327
MB DISTRIBUIDORA,06752049000268,015927,900.0,20250324,20250327
LM MOTO,70963418000341,015927,1200.0,20250324,20250325
W.CO LOGISTICA EM DU,19246547000108,015927,300.0,20250324,20250327
LM MOTO,70963418000341,015927,300.0,20250324,20250402
W. NORDESTE,22101582000135,015927,100.0,20250324,20250328
W.SP LOGISTICA,11247454000188,015936,1280.0,20250109,20250110
W.CO LOGISTICA EM DU,19246547000108,015936,850.0,20250114,20250115
W. NORTE,51050054000364,015936,300.0,20250114,20250114
W. NORDESTE,22101582000135,015936,10.0,20250124,20250127
W SUL DIST E IMP DE,08111865000137,015936,10.0,20250107,20250116
W SUL DIST E IMP DE,08111865000137,015936,1600.0,20250115,20250116
LM MOTO,70963418000341,015936,1270.0,20250109,20250110
W. NORDESTE,22101582000135,015936,1800.0,20250124,20250127
W. NORTE,51050054000364,015936,2000.0,20250124,20250128
MB DISTRIBUIDORA,06752049000268,015936,300.0,20250107,20250108
W.SP LOGISTICA,11247454000188,015950,80.0,20250109,20250110
W.CO LOGISTICA EM DU,19246547000108,015950,30.0,20250114,20250115
W.CO LOGISTICA EM DU,19246547000108,015950,40.0,20250113,20250114
W. NORTE,51050054000364,015950,30.0,20250113,20250114
W. NORTE,51050054000364,015950,30.0,20250114,20250114
W. NORDESTE,22101582000135,015950,150.0,20250124,20250127
W. NORTE,51050054000364,015950,200.0,20250124,20250128
W. NORDESTE,22101582000135,015950,400.0,20250115,20250116
W SUL DIST E IMP DE,08111865000137,015950,20.0,20250115,20250116
LM MOTO,70963418000341,015950,30.0,20250109,20250110
W.SP LOGISTICA,11247454000188,015957,30.0,20250109,20250110
W.CO LOGISTICA EM DU,19246547000108,015957,50.0,20250113,20250114
W.CO LOGISTICA EM DU,19246547000108,015957,30.0,20250114,20250115
W. NORTE,51050054000364,015957,40.0,20250113,20250114
W. NORTE,51050054000364,015957,30.0,20250114,20250114
LM MOTO,70963418000341,015957,10.0,20250107,20250110
W SUL DIST E IMP DE,08111865000137,015957,20.0,20250307,20250307
W.CO LOGISTICA EM DU,19246547000108,015957,20.0,20250107,20250114
W SUL DIST E IMP DE,08111865000137,015957,10.0,20250107,20250116
LM MOTO,70963418000341,015957,80.0,20250109,20250110
W. NORDESTE,22101582000135,015331,20.0,20250220,20250224
W.CO LOGISTICA EM DU,19246547000108,015331,10.0,20250219,20250219
W.CO LOGISTICA EM DU,19246547000108,015331,20.0,20250219,20250227
W.CO LOGISTICA EM DU,19246547000108,015331,10.0,20250220,        
LM MOTO,70963418000341,015331,10.0,20250220,20250221
W. NORDESTE,22101582000135,015331,60.0,20250220,20250224
MB DISTRIBUIDORA,06752049000268,015331,20.0,20250220,20250220
MB DISTRIBUIDORA,06752049000268,015331,50.0,20250220,20250224
W SUL DIST E IMP DE,08111865000137,015331,10.0,20250220,20250221
W SUL DIST E IMP DE,08111865000137,015331,10.0,20250220,20250221
W.SP LOGISTICA,11247454000188,015331,10.0,20250220,20250221
LM MOTO,70963418000341,015331,10.0,20250220,20250221
W.CO LOGISTICA EM DU,19246547000108,015331,20.0,20250220,        
W. NORTE,51050054000364,015331,10.0,20250220,20250228
W. NORTE,51050054000364,015331,0.0,20250220,        
W.SP LOGISTICA,11247454000188,015331,30.0,20250220,20250221
W.CO LOGISTICA EM DU,19246547000108,015514,6.0,20250328,        
W.CO LOGISTICA EM DU,19246547000108,015514,6.0,20250328,        
MB DISTRIBUIDORA,06752049000268,015514,12.0,20250328,        
MB DISTRIBUIDORA,06752049000268,015514,6.0,20250328,20250403
LM MOTO,70963418000341,015514,12.0,20250328,        
W SUL DIST E IMP DE,08111865000137,015514,6.0,20250328,        
W. NORTE,51050054000364,015517,1.0,20250211,        
W SUL DIST E IMP DE,08111865000137,015517,3.0,20250116,20250128
W SUL DIST E IMP DE,08111865000137,015517,1.0,20250307,20250314
MB DISTRIBUIDORA,06752049000268,015517,0.0,20250307,        
LM MOTO,70963418000341,015539,18.0,20250124,20250211
LM MOTO,70963418000341,015539,6.0,20250328,        
W.CO LOGISTICA EM DU,19246547000108,015539,30.0,20250124,20250219
W. NORDESTE,22101582000135,015539,36.0,20250124,20250210
W. NORTE,51050054000364,015539,6.0,20250328,        
W.SP LOGISTICA,11247454000188,015539,30.0,20250328,        
W SUL DIST E IMP DE,08111865000137,015539,48.0,20250306,20250307
W SUL DIST E IMP DE,08111865000137,015539,48.0,20250307,20250314
MB DISTRIBUIDORA,06752049000268,015539,12.0,20250314,20250320
W SUL DIST E IMP DE,08111865000137,015539,84.0,20250328,        
W. NORDESTE,22101582000135,015539,6.0,20250319,20250328
W.SP LOGISTICA,11247454000188,015539,66.0,20250124,20250214
LM MOTO,70963418000341,015539,18.0,20250328,        
W SUL DIST E IMP DE,08111865000137,015539,96.0,20250124,20250218
MB DISTRIBUIDORA,06752049000268,015539,36.0,20250124,20250320
LM MOTO,70963418000341,015555,6.0,20250107,20250211
W SUL DIST E IMP DE,08111865000137,015555,6.0,20250107,20250218
LM MOTO,70963418000341,015572,36.0,20250124,20250211
LM MOTO,70963418000341,015572,12.0,20250328,        
W.CO LOGISTICA EM DU,19246547000108,015572,6.0,20250328,        
W.CO LOGISTICA EM DU,19246547000108,015572,12.0,20250124,20250219
W. NORDESTE,22101582000135,015572,18.0,20250124,20250210
W. NORTE,51050054000364,015572,6.0,20250328,        
MB DISTRIBUIDORA,06752049000268,015572,18.0,20250124,20250320
W.SP LOGISTICA,11247454000188,015438,90.0,20250220,20250221
MB DISTRIBUIDORA,06752049000268,015438,20.0,20250220,20250220
MB DISTRIBUIDORA,06752049000268,015438,50.0,20250220,20250224
W SUL DIST E IMP DE,08111865000137,015438,10.0,20250220,20250221
W SUL DIST E IMP DE,08111865000137,015438,40.0,20250220,20250221
LM MOTO,70963418000341,015438,20.0,20250220,20250221
LM MOTO,70963418000341,015438,10.0,20250220,20250221
W.CO LOGISTICA EM DU,19246547000108,015438,10.0,20250220,        
W.CO LOGISTICA EM DU,19246547000108,015468,10.0,20250117,20250127
MB DISTRIBUIDORA,06752049000268,015468,10.0,20250122,20250124
W. NORTE,51050054000364,015511,6.0,20250107,20250228
LM MOTO,70963418000341,015511,12.0,20250107,20250204
W SUL DIST E IMP DE,08111865000137,015513,6.0,20250107,20250218
LM MOTO,70963418000341,015524,24.0,20250124,20250211
W.CO LOGISTICA EM DU,19246547000108,015524,6.0,20250328,        
W.CO LOGISTICA EM DU,19246547000108,015524,6.0,20250124,20250219
W. NORTE,51050054000364,015524,6.0,20250328,        
W SUL DIST E IMP DE,08111865000137,015524,6.0,20250307,20250314
MB DISTRIBUIDORA,06752049000268,015524,6.0,20250314,20250320
W SUL DIST E IMP DE,08111865000137,015524,12.0,20250124,20250218
MB DISTRIBUIDORA,06752049000268,015524,18.0,20250124,20250320
W. NORDESTE,22101582000135,015524,18.0,20250124,20250210
W SUL DIST E IMP DE,08111865000137,015524,6.0,20250328,        
W.SP LOGISTICA,11247454000188,015524,12.0,20250124,20250214
W. NORDESTE,22101582000135,015524,6.0,20250328,        
LM MOTO,70963418000341,015526,6.0,20250107,20250211
LM MOTO,70963418000341,015551,6.0,20250107,20250211
MB DISTRIBUIDORA,06752049000268,015551,6.0,20250107,20250317
LM MOTO,70963418000341,015557,6.0,20250328,        
W.CO LOGISTICA EM DU,19246547000108,015557,6.0,20250328,        
MB DISTRIBUIDORA,06752049000268,015557,6.0,20250328,20250401
W.SP LOGISTICA,11247454000188,015557,6.0,20250328,        
W. NORTE,51050054000364,015557,6.0,20250328,        
W. NORDESTE,22101582000135,015557,6.0,20250328,        
W SUL DIST E IMP DE,08111865000137,015557,6.0,20250328,        
LM MOTO,70963418000341,015561,12.0,20250107,20250211
W.CO LOGISTICA EM DU,19246547000108,015561,6.0,20250107,20250219
W SUL DIST E IMP DE,08111865000137,015561,12.0,20250107,20250218
MB DISTRIBUIDORA,06752049000268,015561,6.0,20250107,20250317
MB DISTRIBUIDORA,06752049000268,056309,1000.0,20250320,20250324
W.CO LOGISTICA EM DU,19246547000108,007174,100.0,20250320,20250327
LM COMERCIAL E DISTR,70963418000180,007209,200.0,20250110,20250110
W. NORDESTE,22101582000135,007209,120.0,20250110,20250116
W. NORDESTE,22101582000135,058068,10.0,20250108,20250116
W. NORDESTE,22101582000135,058068,200.0,20250124,20250127
W. NORDESTE,22101582000135,058068,100.0,20250129,20250210
MB DISTRIBUIDORA,06752049000268,058068,90.0,20250320,20250324
W.CO LOGISTICA EM DU,19246547000108,058075,100.0,20250125,20250127
W.CO LOGISTICA EM DU,19246547000108,058077,100.0,20250108,20250114
W.CO LOGISTICA EM DU,19246547000108,058077,100.0,20250113,20250114
W.CO LOGISTICA EM DU,19246547000108,058077,100.0,20250320,20250327
MB DISTRIBUIDORA,06752049000268,058077,100.0,20250108,20250116
MB DISTRIBUIDORA,06752049000268,058077,100.0,20250320,20250324
LM COMERCIAL E DISTR,70963418000180,058113,20.0,20250108,20250110
W.CO LOGISTICA EM DU,19246547000108,057798,4.0,20250319,20250327
LM COMERCIAL E DISTR,70963418000180,058004,100.0,20250108,20250110
W. NORDESTE,22101582000135,058015,30.0,20250130,20250210
LM COMERCIAL E DISTR,70963418000180,058042,9.0,20250110,20250110
MB IMPORTS,06752049000187,058048,4.0,20250103,20250106
W.CO LOGISTICA EM DU,19246547000108,058620,20.0,20250320,20250327
W. NORDESTE,22101582000135,058620,100.0,20250124,20250127
MB DISTRIBUIDORA,06752049000268,058620,20.0,20250108,20250116
MB DISTRIBUIDORA,06752049000268,058620,20.0,20250108,20250109
MB DISTRIBUIDORA,06752049000268,056659,50.0,20250320,20250324
W.CO LOGISTICA EM DU,19246547000108,058617,10.0,20250108,20250114
MB DISTRIBUIDORA,06752049000268,056759,10.0,20250320,20250324
MB IMPORTS,06752049000187,057871,3.0,20250122,20250127
W.CO LOGISTICA EM DU,19246547000108,055180,2.0,20250125,20250127
W. NORDESTE,22101582000135,055181,40.0,20250109,20250116
LM COMERCIAL E DISTR,70963418000180,057482,50.0,20250108,20250110
MB DISTRIBUIDORA,06752049000268,057482,100.0,20250314,20250324
MB DISTRIBUIDORA,06752049000268,057482,50.0,20250108,20250116
MB DISTRIBUIDORA,06752049000268,058494,300.0,20250320,20250324
W. NORDESTE,22101582000135,057084,60.0,20250108,20250116
MB DISTRIBUIDORA,06752049000268,057084,135.0,20250108,20250109
W.CO LOGISTICA EM DU,19246547000108,011677,50.0,20250319,20250327
MB IMPORTS,06752049000187,056047,0.0,20250113,        
MB IMPORTS,06752049000187,056047,4.0,20250103,20250106
MB IMPORTS,06752049000187,056047,4.0,20250103,20250106
MB IMPORTS,06752049000187,056047,4.0,20250103,20250106
MB IMPORTS,06752049000187,056047,8.0,20250103,20250106
MB IMPORTS,06752049000187,056047,4.0,20250103,20250106
MB IMPORTS,06752049000187,056047,4.0,20250103,20250106
MB IMPORTS,06752049000187,056049,4.0,20250103,20250106
MB IMPORTS,06752049000187,058098,5.0,20250122,20250127
MB DISTRIBUIDORA,06752049000268,058098,10.0,20250320,20250324
W.CO LOGISTICA EM DU,19246547000108,058102,50.0,20250108,20250114
W. NORDESTE,22101582000135,056682,100.0,20250319,20250320
W. NORDESTE,22101582000135,056682,100.0,20250328,20250328
W.CO LOGISTICA EM DU,19246547000108,056682,900.0,20250319,20250327
W. NORDESTE,22101582000135,056682,300.0,20250124,20250127
W.CO LOGISTICA EM DU,19246547000108,056682,200.0,20250125,20250127
MB DISTRIBUIDORA,06752049000268,007165,1.0,20250320,20250324
LM COMERCIAL E DISTR,70963418000180,055593,300.0,20250109,20250124
W. NORDESTE,22101582000135,055593,100.0,20250109,20250116
MB DISTRIBUIDORA,06752049000268,055593,600.0,20250109,20250115
MB IMPORTS,06752049000187,057808,1.0,20250103,20250106
LM COMERCIAL E DISTR,70963418000180,057808,20.0,20250109,20250124
W. NORDESTE,22101582000135,057808,30.0,20250109,20250116
LM COMERCIAL E DISTR,70963418000180,058005,100.0,20250108,20250110
LM COMERCIAL E DISTR,70963418000180,058005,400.0,20250214,20250221
LM COMERCIAL E DISTR,70963418000180,058005,400.0,20250214,        
W.CO LOGISTICA EM DU,19246547000108,058005,400.0,20250214,20250219
W. NORDESTE,22101582000135,058005,200.0,20250108,20250116
MB DISTRIBUIDORA,06752049000268,058005,400.0,20250214,20250217
W. NORDESTE,22101582000135,055746,100.0,20250328,20250328
MB IMPORTS,06752049000187,057802,4.0,20250103,20250106
W.CO LOGISTICA EM DU,19246547000108,057819,10.0,20250319,20250327
MB IMPORTS,06752049000187,057836,1.0,20250122,20250127
W.CO LOGISTICA EM DU,19246547000108,058006,50.0,20250319,20250327
W.CO LOGISTICA EM DU,19246547000108,058046,4.0,20250113,20250114
W. NORDESTE,22101582000135,056606,0.0,20250319,        
W. NORDESTE,22101582000135,056606,80.0,20250328,20250328
LM COMERCIAL E DISTR,70963418000180,011676,50.0,20250318,20250402
W.CO LOGISTICA EM DU,19246547000108,011676,0.0,20250320,        
W.CO LOGISTICA EM DU,19246547000108,056048,4.0,20250319,20250327
W.CO LOGISTICA EM DU,19246547000108,056050,4.0,20250319,20250327
LM COMERCIAL E DISTR,70963418000180,058072,40.0,20250108,        
LM COMERCIAL E DISTR,70963418000180,058072,40.0,20250108,20250110
W. NORDESTE,22101582000135,058072,80.0,20250108,20250116
W.CO LOGISTICA EM DU,19246547000108,058072,10.0,20250108,20250114
W.CO LOGISTICA EM DU,19246547000108,058072,80.0,20250125,20250127
W. NORDESTE,22101582000135,058072,100.0,20250129,20250210
W. NORDESTE,22101582000135,058072,120.0,20250108,20250116
MB DISTRIBUIDORA,06752049000268,058072,210.0,20250320,20250324
W. NORDESTE,22101582000135,058177,100.0,20250108,20250116
W.CO LOGISTICA EM DU,19246547000108,058177,300.0,20250320,20250327
LM MOTO,70963418000341,015563,6.0,20250107,20250211
W. NORTE,51050054000364,015563,6.0,20250107,        
W SUL DIST E IMP DE,08111865000137,015563,6.0,20250107,20250218
LM MOTO,70963418000341,015576,2.0,20250109,20250110
LM MOTO,70963418000341,015576,6.0,20250124,20250211
LM MOTO,70963418000341,015576,6.0,20250328,        
W.CO LOGISTICA EM DU,19246547000108,015576,6.0,20250328,        
W. NORTE,51050054000364,015576,6.0,20250328,        
MB DISTRIBUIDORA,06752049000268,015576,6.0,20250314,20250320
W.SP LOGISTICA,11247454000188,015576,6.0,20250328,        
W SUL DIST E IMP DE,08111865000137,015576,2.0,20250116,20250128
MB DISTRIBUIDORA,06752049000268,015576,72.0,20250124,20250320
W SUL DIST E IMP DE,08111865000137,015576,6.0,20250306,20250307
W SUL DIST E IMP DE,08111865000137,015576,6.0,20250328,        
W.SP LOGISTICA,11247454000188,015576,2.0,20250109,20250110
W.SP LOGISTICA,11247454000188,015576,6.0,20250124,20250214
W. NORDESTE,22101582000135,015576,6.0,20250328,        
LM MOTO,70963418000341,015576,6.0,20250328,        
LM MOTO,70963418000341,015578,24.0,20250124,20250211
W.SP LOGISTICA,11247454000188,015578,6.0,20250124,20250214
MB DISTRIBUIDORA,06752049000268,015578,47.0,20250124,20250320
W SUL DIST E IMP DE,08111865000137,015604,10.0,20250307,20250314
W SUL DIST E IMP DE,08111865000137,015606,10.0,20250306,20250307
W SUL DIST E IMP DE,08111865000137,015606,10.0,20250307,20250314
MB IMPORTS,06752049000187,013885,38.0,20250203,20250206
W. NORDESTE,22101582000135,014036,10.0,20250107,20250116
W. NORTE,51050054000364,014036,10.0,20250107,20250114
W SUL DIST E IMP DE,08111865000137,014036,10.0,20250107,20250116
W.SP LOGISTICA,11247454000188,014036,70.0,20250124,20250204
W.SP LOGISTICA,11247454000188,014036,100.0,20250109,20250110
W.SP LOGISTICA,11247454000188,014036,50.0,20250109,20250110
W SUL DIST E IMP DE,08111865000137,014036,10.0,20250306,20250307
W SUL DIST E IMP DE,08111865000137,014036,10.0,20250115,20250116
W.SP LOGISTICA,11247454000188,014036,80.0,20250204,20250214
W SUL DIST E IMP DE,08111865000137,014036,20.0,20250307,20250314
W.SP LOGISTICA,11247454000188,014036,1.0,20250314,20250314
W.SP LOGISTICA,11247454000188,014036,50.0,20250121,20250124
W.SP LOGISTICA,11247454000188,014036,20.0,20250122,20250124
W. NORTE,51050054000364,014038,10.0,20250107,20250114
MB DISTRIBUIDORA,06752049000268,014038,10.0,20250107,20250108
W.SP LOGISTICA,11247454000188,014038,30.0,20250109,20250110
W.SP LOGISTICA,11247454000188,014048,20.0,20250107,20250110
W.SP LOGISTICA,11247454000188,014048,20.0,20250204,20250204
MB DISTRIBUIDORA,06752049000268,015572,6.0,20250328,20250401
W.SP LOGISTICA,11247454000188,015572,6.0,20250328,        
W SUL DIST E IMP DE,08111865000137,015572,6.0,20250328,        
W SUL DIST E IMP DE,08111865000137,015572,6.0,20250328,        
W.SP LOGISTICA,11247454000188,015572,6.0,20250328,        
W.SP LOGISTICA,11247454000188,015572,6.0,20250124,20250214
LM MOTO,70963418000341,015572,30.0,20250328,        
W SUL DIST E IMP DE,08111865000137,015572,22.0,20250124,20250218
LM MOTO,70963418000341,015575,12.0,20250124,20250211
LM MOTO,70963418000341,015575,6.0,20250328,        
W.CO LOGISTICA EM DU,19246547000108,015575,6.0,20250124,20250219
W. NORDESTE,22101582000135,015575,3.0,20250328,        
W SUL DIST E IMP DE,08111865000137,015575,6.0,20250328,        
W SUL DIST E IMP DE,08111865000137,015575,6.0,20250124,20250218
MB DISTRIBUIDORA,06752049000268,015575,30.0,20250124,20250320
W.SP LOGISTICA,11247454000188,015575,6.0,20250328,        
LM MOTO,70963418000341,015581,36.0,20250107,20250204
W SUL DIST E IMP DE,08111865000137,015581,36.0,20250107,20250218
W. NORDESTE,22101582000135,015581,12.0,20250107,20250210
W.CO LOGISTICA EM DU,19246547000108,015581,18.0,20250107,20250219
W SUL DIST E IMP DE,08111865000137,015581,18.0,20250306,20250307
MB DISTRIBUIDORA,06752049000268,015581,150.0,20250107,20250130
W.SP LOGISTICA,11247454000188,015581,42.0,20250107,20250204
W SUL DIST E IMP DE,08111865000137,015581,48.0,20250307,20250314
W SUL DIST E IMP DE,08111865000137,013883,3.0,20250107,20250116
W SUL DIST E IMP DE,08111865000137,013883,1.0,20250221,20250307
W.SP LOGISTICA,11247454000188,013888,5.0,20250107,20250110
W.SP LOGISTICA,11247454000188,013891,50.0,20250324,20250328
LM MOTO,70963418000341,013891,16.0,20250324,20250402
W. NORDESTE,22101582000135,013891,2.0,20250324,20250328
W. NORDESTE,22101582000135,013891,2.0,20250324,20250328
LM MOTO,70963418000341,013891,79.0,20250324,20250325
W.SP LOGISTICA,11247454000188,013891,10.0,20250324,20250328
W. NORTE,51050054000364,013891,1.0,20250324,20250403
W. NORTE,51050054000364,013891,2.0,20250324,20250403
MB DISTRIBUIDORA,06752049000268,013891,12.0,20250324,20250327
MB DISTRIBUIDORA,06752049000268,013891,9.0,20250324,20250327
LM MOTO,70963418000341,013966,200.0,20250228,20250306
W.SP LOGISTICA,11247454000188,013966,1000.0,20250228,20250321
W.SP LOGISTICA,11247454000188,014046,30.0,20250107,20250110
LM MOTO,70963418000341,014046,10.0,20250107,20250110
W. NORDESTE,22101582000135,014046,2.0,20250110,20250116
W SUL DIST E IMP DE,08111865000137,014046,10.0,20250107,20250116
W.SP LOGISTICA,11247454000188,014046,30.0,20250204,20250214
W. NORTE,51050054000364,014046,10.0,20250107,20250114
W SUL DIST E IMP DE,08111865000137,014046,8.0,20250116,20250128
MB DISTRIBUIDORA,06752049000268,058177,200.0,20250320,20250324
LM COMERCIAL E DISTR,70963418000180,058619,10.0,20250108,20250110
W. NORDESTE,22101582000135,058619,20.0,20250108,20250116
W.CO LOGISTICA EM DU,19246547000108,058619,10.0,20250125,20250127
W.CO LOGISTICA EM DU,19246547000108,055597,500.0,20250320,20250327
